"measure","dateTime","date","value","completeness","quality","qcode"
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-01-30T09:00:00","2000-01-30","13.0","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-01-31T09:00:00","2000-01-31","24.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-01T09:00:00","2000-02-01","3.2","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-02T09:00:00","2000-02-02","4.2","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-03T09:00:00","2000-02-03","10.0","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-04T09:00:00","2000-02-04","3.0","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-05T09:00:00","2000-02-05","6.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-06T09:00:00","2000-02-06","2.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-07T09:00:00","2000-02-07","5.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-08T09:00:00","2000-02-08","3.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-09T09:00:00","2000-02-09","13.6","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-10T09:00:00","2000-02-10","0.2","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-11T09:00:00","2000-02-11","3.6","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-12T09:00:00","2000-02-12","2.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-13T09:00:00","2000-02-13","0.0","Incomplete","Estimated",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-14T09:00:00","2000-02-14","2.6","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-15T09:00:00","2000-02-15","7.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-16T09:00:00","2000-02-16","4.2","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-17T09:00:00","2000-02-17","11.2","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-18T09:00:00","2000-02-18","3.0","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-19T09:00:00","2000-02-19","0.0","Incomplete","Estimated",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-20T09:00:00","2000-02-20","2.6","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-21T09:00:00","2000-02-21","0.2","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-22T09:00:00","2000-02-22","1.0","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-23T09:00:00","2000-02-23","6.6","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-24T09:00:00","2000-02-24","0.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-25T09:00:00","2000-02-25","0.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-26T09:00:00","2000-02-26","6.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-27T09:00:00","2000-02-27","22.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-28T09:00:00","2000-02-28","12.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-02-29T09:00:00","2000-02-29","2.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-01T09:00:00","2000-03-01","9.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-02T09:00:00","2000-03-02","20.0","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-03T09:00:00","2000-03-03","1.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-04T09:00:00","2000-03-04","0.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-05T09:00:00","2000-03-05","2.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-06T09:00:00","2000-03-06","3.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-07T09:00:00","2000-03-07","11.0","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-08T09:00:00","2000-03-08","19.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-09T09:00:00","2000-03-09","5.0","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-10T09:00:00","2000-03-10","0.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-11T09:00:00","2000-03-11","0.0","Incomplete","Estimated",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-12T09:00:00","2000-03-12","1.4","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-13T09:00:00","2000-03-13","0.8","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-14T09:00:00","2000-03-14","0.0","Incomplete","Estimated",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-15T09:00:00","2000-03-15","0.6","Incomplete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-16T09:00:00","2000-03-16","0.0","Incomplete","Estimated",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-17T09:00:00","2000-03-17","0.0","Incomplete","Estimated",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-18T09:00:00","2000-03-18","0.0","Incomplete","Estimated",""
"http://environment.data.gov.uk/hydrology/id/measures/7a90bcbb-6b9e-44ad-8eac-86b1e8fc96c8-rainfall-t-86400-mm-qualified","2000-03-19T09:00:00","2000-03-19","0.0","Incomplete","Estimated",""
