Easting,Northing,Site_ID,Stdy_Start,Stdy_Fin,Site_selection,Stdy_Method,Erosion_Rate,Pathway,Reference,Link
402500,547500,869,NA,1999,3,Volumetric survey,0,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
462500,502500,870,NA,1999,3,Volumetric survey,2.352,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
477500,502500,871,NA,1999,3,Volumetric survey,0,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
372500,457500,872,NA,1999,3,Volumetric survey,67.803,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
372500,472500,873,NA,1999,3,Volumetric survey,0.294,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
387500,402500,874,NA,1999,3,Volumetric survey,0,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
387500,472500,875,NA,1999,3,Volumetric survey,594.816,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
387500,485500,876,NA,1999,3,Volumetric survey,3.44,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
402500,457500,877,NA,1999,3,Volumetric survey,1396.458,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
267500,322500,878,NA,1999,3,Volumetric survey,0,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
267500,352500,879,NA,1999,3,Volumetric survey,220.117,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
282500,322500,880,NA,1999,3,Volumetric survey,0,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
282500,337500,881,NA,1999,3,Volumetric survey,0,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
297500,302500,882,NA,1999,3,Volumetric survey,219.108,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
312500,367500,883,NA,1999,3,Volumetric survey,0,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
402500,397500,884,NA,1999,3,Volumetric survey,72.452,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
417500,397500,885,NA,1999,3,Volumetric survey,95.504,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
282500,217500,886,NA,1999,3,Volumetric survey,42.68,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
282500,262500,887,NA,1999,3,Volumetric survey,0,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
327500,232500,888,NA,1999,3,Volumetric survey,2.645,NA,McHugh et al. (2014) pers. comms. & SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&Completed=0&ProjectID=6503
356500,248500,889,NA,2006,2,Runoff and sediment collection,0.129,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
356500,248500,890,NA,2007,2,Runoff and sediment collection,2.81,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
356500,248500,891,NA,2008,2,Runoff and sediment collection,0.036,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
388500,305500,892,NA,2006,2,Runoff and sediment collection,0.208,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
388500,305500,893,NA,2007,2,Runoff and sediment collection,0.133,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
388500,305500,894,NA,2008,2,Runoff and sediment collection,0.264,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
479500,301500,895,NA,2006,5,Runoff and sediment collection,0.044,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
479500,301500,896,NA,2007,5,Runoff and sediment collection,0.707,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
479500,301500,897,NA,2008,5,Runoff and sediment collection,0.187,Water,"Deasy, C. et al. (2008) Defra PE0206 Field Testing of Mitigation Options, Lancaster University & Deasy, C. et al. (2009). ""Mitigation Options for Sediment and Phosphorus Loss from Winter-sown Arable Crops."" J. Environ. Qual. 38(5): 2121-2130.",https://dl.sciencesocieties.org/publications/jeq/abstracts/38/5/2121
539500,109500,898,1985,1986,2,Volumetric survey,0.011,Water,"Robinson, D.A. & Boardman, J. (1988). Cultivation practice, sowing season and soil erosion on the South Downs, England: a preliminary study. The Journal of Agricultural Science 110(01): 169–177.",http://dx.doi.org/10.1017/S0021859600079818
539500,109500,899,1985,1986,2,Volumetric survey,7.678,Water,"Robinson, D.A. & Boardman, J. (1988). Cultivation practice, sowing season and soil erosion on the South Downs, England: a preliminary study. The Journal of Agricultural Science 110(01): 169–177.",http://dx.doi.org/10.1017/S0021859600079818
539500,109500,900,1985,1986,2,Volumetric survey,35.629,Water,"Robinson, D.A. & Boardman, J. (1988). Cultivation practice, sowing season and soil erosion on the South Downs, England: a preliminary study. The Journal of Agricultural Science 110(01): 169–177.",http://dx.doi.org/10.1017/S0021859600079818
539500,109500,901,1985,1986,2,Volumetric survey,0.2629,Water,"Robinson, D.A. & Boardman, J. (1988). Cultivation practice, sowing season and soil erosion on the South Downs, England: a preliminary study. The Journal of Agricultural Science 110(01): 169–177.",http://dx.doi.org/10.1017/S0021859600079818
539500,109500,902,1985,1986,2,Volumetric survey,16.632,Water,"Robinson, D.A. & Boardman, J. (1988). Cultivation practice, sowing season and soil erosion on the South Downs, England: a preliminary study. The Journal of Agricultural Science 110(01): 169–177.",http://dx.doi.org/10.1017/S0021859600079818
539500,109500,903,1985,1986,2,Volumetric survey,20.625,Water,"Robinson, D.A. & Boardman, J. (1988). Cultivation practice, sowing season and soil erosion on the South Downs, England: a preliminary study. The Journal of Agricultural Science 110(01): 169–177.",http://dx.doi.org/10.1017/S0021859600079818
539500,109500,904,1985,1986,2,Volumetric survey,1.837,Water,"Robinson, D.A. & Boardman, J. (1988). Cultivation practice, sowing season and soil erosion on the South Downs, England: a preliminary study. The Journal of Agricultural Science 110(01): 169–177.",http://dx.doi.org/10.1017/S0021859600079818
378500,295500,905,1964,1986,1,Volumetric survey,NA,Water,"Reed (1983) The erosion risk of compaction. Soil and Water, 11(3): 29-33  & Reed (1986) Soil losses from tractor wheelings. Soil and Water, 14(10): 12-14",NA
507500,235500,906,26785,Aug-79,5,Volumetric survey,32.8,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
507500,235500,907,26785,Aug-79,5,Volumetric survey,44.4,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
507500,235500,908,26785,Aug-79,5,Volumetric survey,1.5,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
507500,235500,909,26785,Aug-79,5,Volumetric survey,3.1,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
506500,238500,910,26785,Aug-79,5,Volumetric survey,0.01,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
499500,235500,911,26785,Aug-79,5,Volumetric survey,0.6,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
526500,239500,912,26785,Aug-79,5,Volumetric survey,0.7,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
506500,233500,913,26785,Aug-79,5,Volumetric survey,0.7,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
513500,236500,914,26785,Aug-79,5,Volumetric survey,0.5,Water,"Morgan, R.P.C. (1985). Soil Erosion Measurement and Soil Conservation Research in Cultivated Areas of the UK. The Geographical Journal 151(1): 11–20. & Morgan, R.P.C. (1977) Soil erosion in the United Kingdom: field studies in the Silsoe area, 1973-1975. Occasional Paper No. 4. National College of Agricultural Engineering, Cranfield Institute of Technology.",http://www.jstor.org/stable/633274
434500,319500,915,1998,2000,2,Caesium-137,0.95,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,916,1998,2000,2,Caesium-137,4.44,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,917,1998,2000,2,Caesium-137,5.56,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,918,1998,2000,2,Caesium-137,3.44,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,919,1998,2000,2,Caesium-137,0.31,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,920,1998,2000,2,Caesium-137,0.1,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,921,1998,2000,2,Caesium-137,0.5,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,922,1998,2000,2,Caesium-137,0.02,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,923,1998,2000,2,Caesium-137,2.1,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,924,1998,2000,2,Caesium-137,2.95,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,925,1998,2000,2,Caesium-137,4.12,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
434500,319500,926,1998,2000,2,Caesium-137,3.54,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,927,1998,2000,2,Caesium-137,4.61,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,928,1998,2000,2,Caesium-137,8.48,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,929,1998,2000,2,Caesium-137,3.14,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,930,1998,2000,2,Caesium-137,3.26,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,931,1998,2000,2,Caesium-137,3.45,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,932,1998,2000,2,Caesium-137,3.62,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,933,1998,2000,2,Caesium-137,5.44,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,934,1998,2000,2,Caesium-137,4.03,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,935,1998,2000,2,Caesium-137,5.32,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,936,1998,2000,2,Caesium-137,7.67,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,937,1998,2000,2,Caesium-137,4.82,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,938,1998,2000,2,Caesium-137,6.54,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,939,1998,2000,2,Caesium-137,3.68,All,"Walling, D.E., Russell, M.A., Hodgkinson, R.A. & Zhang, Y. (2002). Establishing sediment budgets for two small lowland agricultural catchments in the UK. CATENA 47(4): 323–353.",http://www.sciencedirect.com/science/article/pii/S0341816201001874
356500,248500,940,1982,1983,2,Volumetric survey,NA,Water,"Colborne, G.J.N. & Staines, S.J. (1985). Soil erosion in south Somerset. The Journal of Agricultural Science 104(01): 107–112.",http://dx.doi.org/10.1017/S0021859600043045
538500,106500,941,1982,1983,2,Volumetric survey,1.87,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,942,1983,1984,2,Volumetric survey,0.66,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,943,1984,1985,2,Volumetric survey,1.21,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,944,1985,1986,2,Volumetric survey,0.77,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,945,1986,1987,2,Volumetric survey,0.77,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,946,1987,1988,2,Volumetric survey,5.5,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,947,1988,1989,2,Volumetric survey,0.55,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,948,1989,1990,2,Volumetric survey,1.54,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,949,1990,1991,2,Volumetric survey,2.53,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
538500,106500,950,1991,1992,2,Volumetric survey,1.32,Water,"Boardman, J. (2003). Soil Erosion and Flooding on the Eastern South Downs, Southern England, 1976-2001. Transactions of the Institute of British Geographers 28(2): 176–196.",http://www.jstor.org/stable/3804444
280500,44500,951,NA,1996,2,Caesium-137,2,All,"OWENS, P.N., WALLING, D.E., HE, Q., SHANAHAN, J. & FOSTER, I.D.L. (1997). The use of caesium-137 measurements to establish a sediment budget for the Start catchment, Devon, UK. Hydrological Sciences Journal 42(3): 405–423.",https://doi.org/10.1080/02626669709492037
429500,195500,952,NA,May-93,1,Volumetric survey,91.74,Water,"Boardman, J., Burt, T.P., Evans, R., Slattery, M.C. & Shuttleworth, H. (1996). Soil erosion and flooding as a result of a summer thunderstorm in Oxfordshire and Berkshire, May 1993. Applied Geography 16(1): 21–34.",http://dx.doi.org/10.1016/0143-6228(95)00023-2
586500,276500,953,NA,1999,2,Caesium-137,0.6,Wind,"Chappell, A. & Warren, A. (2003). Spatial scales of 137Cs-derived soil flux by wind in a 25 km2 arable area of eastern England. CATENA 52(3–4): 209–234.",http://dx.doi.org/10.1016/S0341-8162(03)00015-8
396500,636500,954,NA,19/04/1996,3,Volumetric survey,0.0976,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
401500,626500,955,NA,19/04/1996,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
411500,581500,956,NA,15/04/1996,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
411500,586500,957,NA,18/04/1996,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
416500,581500,958,NA,18/04/1996,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
416500,586500,959,NA,19/04/1996,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
336500,401500,960,NA,22/04/1996,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
341500,401500,961,NA,22/04/1996,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
